src_login,dst_login,type,weight,timestamp,source_id
konrouda,dhndmn,open_issue_commented,3,2025-11-03T20:51:26Z,1026
konrouda,github-actions[bot],open_issue_commented,3,2026-05-18T01:10:03Z,1026
konrouda,solmon,open_issue_commented,3,2025-12-18T11:32:01Z,1026
github-actions[bot],konrouda,close_issue,3,2026-05-07T01:03:10Z,1027
github-actions[bot],konrouda,comment_issue,2,2026-04-03T14:09:39Z,1027
github-actions[bot],konrouda,comment_issue,2,2026-05-07T01:03:09Z,1027
konrouda,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:39Z,1027
konrouda,github-actions[bot],open_issue_commented,3,2026-05-07T01:03:09Z,1027
github-actions[bot],rsnpettrov,close_issue,3,2026-05-07T01:03:08Z,1028
github-actions[bot],rsnpettrov,comment_issue,2,2026-04-03T14:09:38Z,1028
github-actions[bot],rsnpettrov,comment_issue,2,2026-05-07T01:03:08Z,1028
rsnpettrov,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:38Z,1028
rsnpettrov,github-actions[bot],open_issue_commented,3,2026-05-07T01:03:08Z,1028
github-actions[bot],quasi,comment_issue,2,2026-05-03T01:05:57Z,1029
pixie79,quasi,comment_issue,2,2025-12-01T05:41:52Z,1029
quasi,github-actions[bot],open_issue_commented,3,2026-05-03T01:05:57Z,1029
quasi,pixie79,open_issue_commented,3,2025-12-01T05:41:52Z,1029
mnriem,quasi,comment_issue,2,2026-05-21T12:56:33Z,1030
tiefenauer,quasi,comment_issue,2,2026-05-20T19:05:29Z,1030
quasi,mnriem,open_issue_commented,3,2026-05-21T12:56:33Z,1030
quasi,tiefenauer,open_issue_commented,3,2026-05-20T19:05:29Z,1030
github-actions[bot],sosensible,close_issue,3,2026-05-07T01:03:07Z,1031
github-actions[bot],sosensible,comment_issue,2,2026-04-03T14:09:37Z,1031
github-actions[bot],sosensible,comment_issue,2,2026-05-07T01:03:06Z,1031
svdoever,sosensible,comment_issue,2,2025-10-26T08:30:26Z,1031
sosensible,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:37Z,1031
sosensible,github-actions[bot],open_issue_commented,3,2026-05-07T01:03:06Z,1031
sosensible,svdoever,open_issue_commented,3,2025-10-26T08:30:26Z,1031
github-actions[bot],yoDon,close_issue,3,2026-05-07T01:03:05Z,1033
airtonix,yoDon,comment_issue,2,2025-10-27T04:49:57Z,1033
beerygaz,yoDon,comment_issue,2,2025-10-26T18:51:04Z,1033
github-actions[bot],yoDon,comment_issue,2,2026-04-03T14:09:35Z,1033
github-actions[bot],yoDon,comment_issue,2,2026-05-07T01:03:04Z,1033
yoDon,airtonix,open_issue_commented,3,2025-10-27T04:49:57Z,1033
yoDon,beerygaz,open_issue_commented,3,2025-10-26T18:51:04Z,1033
yoDon,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:35Z,1033
yoDon,github-actions[bot],open_issue_commented,3,2026-05-07T01:03:04Z,1033
github-actions[bot],levonk,close_issue,3,2026-05-07T01:03:03Z,1035
github-actions[bot],levonk,comment_issue,2,2026-04-03T14:09:34Z,1035
github-actions[bot],levonk,comment_issue,2,2026-05-07T01:03:03Z,1035
levonk,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:34Z,1035
levonk,github-actions[bot],open_issue_commented,3,2026-05-07T01:03:03Z,1035
github-actions[bot],LiteracyFanatic,comment_issue,2,2026-04-03T14:09:31Z,1036
LiteracyFanatic,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:31Z,1036
github-actions[bot],hooshyar,close_issue,3,2026-05-07T01:03:02Z,1037
github-actions[bot],hooshyar,comment_issue,2,2026-04-03T14:09:30Z,1037
github-actions[bot],hooshyar,comment_issue,2,2026-05-07T01:03:01Z,1037
hooshyar,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:30Z,1037
hooshyar,github-actions[bot],open_issue_commented,3,2026-05-07T01:03:01Z,1037
localden,sgillis,close_issue,3,2025-11-15T00:39:10Z,1038
localden,sgillis,comment_issue,2,2025-11-15T00:39:19Z,1038
sgillis,localden,open_issue_commented,3,2025-11-15T00:39:19Z,1038
codedmart,sgillis,comment_pr,2,2025-10-25T20:17:00Z,1039
localden,sgillis,merge_pr,5,2025-11-15T00:39:09Z,1039
localden,sgillis,review_pr,4,2025-11-15T00:39:01Z,1039
localden,sddhrthsarkar108,close_issue,3,2025-10-21T23:40:38Z,104
Pazzilivo,sddhrthsarkar108,comment_issue,2,2025-09-09T08:09:05Z,104
sddhrthsarkar108,Pazzilivo,open_issue_commented,3,2025-09-09T08:09:05Z,104
copilot-pull-request-reviewer[bot],adamjdavidson,review_pr,4,2025-10-25T12:53:57Z,1040
github-actions[bot],sosensible,close_issue,3,2026-05-07T01:03:00Z,1041
github-actions[bot],sosensible,comment_issue,2,2026-04-03T14:09:29Z,1041
github-actions[bot],sosensible,comment_issue,2,2026-05-07T01:03:00Z,1041
sosensible,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:29Z,1041
sosensible,github-actions[bot],open_issue_commented,3,2026-05-07T01:03:00Z,1041
copilot-pull-request-reviewer[bot],adamjdavidson,review_pr,4,2025-10-25T13:37:04Z,1042
Copilot,adamjdavidson,comment_pr,2,2025-10-25T13:56:18Z,1043
copilot-pull-request-reviewer[bot],adamjdavidson,review_pr,4,2025-10-25T13:56:19Z,1043
github-actions[bot],nsierraj,close_issue,3,2026-05-07T01:02:59Z,1045
Guillaume-Docquier,nsierraj,comment_issue,2,2025-10-26T00:50:44Z,1045
github-actions[bot],nsierraj,comment_issue,2,2026-04-03T14:09:27Z,1045
github-actions[bot],nsierraj,comment_issue,2,2026-05-07T01:02:58Z,1045
pjbrzozowski,nsierraj,comment_issue,2,2025-11-03T06:22:02Z,1045
nsierraj,Guillaume-Docquier,open_issue_commented,3,2025-10-26T00:50:44Z,1045
nsierraj,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:27Z,1045
nsierraj,github-actions[bot],open_issue_commented,3,2026-05-07T01:02:58Z,1045
nsierraj,pjbrzozowski,open_issue_commented,3,2025-11-03T06:22:02Z,1045
github-actions[bot],alexinslc,comment_pr,2,2026-04-03T14:09:26Z,1046
mnriem,alexinslc,comment_pr,2,2026-04-03T15:13:38Z,1046
copilot-pull-request-reviewer[bot],alexinslc,review_pr,4,2025-10-25T23:43:40Z,1046
github-actions[bot],harishkm83,close_issue,3,2026-05-07T01:02:58Z,1047
github-actions[bot],harishkm83,comment_issue,2,2026-04-03T14:09:24Z,1047
github-actions[bot],harishkm83,comment_issue,2,2026-05-07T01:02:57Z,1047
harishkm83,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:24Z,1047
harishkm83,github-actions[bot],open_issue_commented,3,2026-05-07T01:02:57Z,1047
MisinformedDNA,amondnet,comment_issue,2,2026-04-13T13:02:31Z,1049
github-actions[bot],amondnet,comment_issue,2,2026-04-03T14:09:23Z,1049
amondnet,MisinformedDNA,open_issue_commented,3,2026-04-13T13:02:31Z,1049
amondnet,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:23Z,1049
localden,jimitshah77,close_issue,3,2025-10-19T03:57:02Z,105
localden,jimitshah77,comment_issue,2,2025-10-19T03:57:00Z,105
jimitshah77,localden,open_issue_commented,3,2025-10-19T03:57:00Z,105
mnriem,jpiquot,close_issue,3,2026-04-09T18:35:05Z,1050
github-actions[bot],jpiquot,comment_issue,2,2026-04-03T14:09:22Z,1050
jpiquot,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:22Z,1050
alandovskis,CutrelyAlex,comment_issue,2,2025-10-26T19:09:30Z,1051
bibendi,CutrelyAlex,comment_issue,2,2026-04-23T17:46:45Z,1051
github-actions[bot],CutrelyAlex,comment_issue,2,2026-04-03T14:09:21Z,1051
CutrelyAlex,alandovskis,open_issue_commented,3,2025-10-26T19:09:30Z,1051
CutrelyAlex,bibendi,open_issue_commented,3,2026-04-23T17:46:45Z,1051
CutrelyAlex,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:21Z,1051
antst,rh1ppo,comment_issue,2,2025-12-15T11:06:07Z,1052
rh1ppo,antst,open_issue_commented,3,2025-12-15T11:06:07Z,1052
Copilot,beliaev-maksim,comment_pr,2,2025-10-26T09:56:38Z,1053
Copilot,beliaev-maksim,comment_pr,2,2025-10-26T09:56:39Z,1053
copilot-pull-request-reviewer[bot],beliaev-maksim,review_pr,4,2025-10-26T09:56:39Z,1053
github-actions[bot],gakeez,close_issue,3,2026-05-27T01:12:10Z,1055
aaron-cardenas,gakeez,comment_issue,2,2025-11-26T16:58:33Z,1055
github-actions[bot],gakeez,comment_issue,2,2026-04-27T01:00:07Z,1055
github-actions[bot],gakeez,comment_issue,2,2026-05-27T01:12:10Z,1055
gakeez,aaron-cardenas,open_issue_commented,3,2025-11-26T16:58:33Z,1055
gakeez,github-actions[bot],open_issue_commented,3,2026-04-27T01:00:07Z,1055
gakeez,github-actions[bot],open_issue_commented,3,2026-05-27T01:12:10Z,1055
localden,TCoherence,comment_pr,2,2025-11-15T00:37:16Z,1057
localden,TCoherence,comment_pr,2,2025-12-02T19:30:45Z,1057
localden,TCoherence,comment_pr,2,2025-12-04T19:28:36Z,1057
tobimark,TCoherence,comment_pr,2,2025-11-16T01:47:07Z,1057
tobimark,TCoherence,comment_pr,2,2025-11-17T02:38:47Z,1057
tobimark,TCoherence,comment_pr,2,2025-11-17T03:07:36Z,1057
yozosann,TCoherence,comment_pr,2,2025-12-26T03:45:37Z,1057
tobimark,TCoherence,review_pr,4,2025-11-15T11:20:54Z,1057
V4G4X,BugsEverywhere,comment_issue,2,2025-11-04T13:24:21Z,1058
antimagetiny,BugsEverywhere,comment_issue,2,2025-12-21T08:00:36Z,1058
github-actions[bot],BugsEverywhere,comment_issue,2,2026-05-21T01:12:09Z,1058
marcofrancis,BugsEverywhere,comment_issue,2,2025-10-29T18:16:23Z,1058
ndrluis,BugsEverywhere,comment_issue,2,2025-11-10T15:10:44Z,1058
ssss666666,BugsEverywhere,comment_issue,2,2025-10-31T16:25:12Z,1058
BugsEverywhere,V4G4X,open_issue_commented,3,2025-11-04T13:24:21Z,1058
BugsEverywhere,antimagetiny,open_issue_commented,3,2025-12-21T08:00:36Z,1058
BugsEverywhere,github-actions[bot],open_issue_commented,3,2026-05-21T01:12:09Z,1058
BugsEverywhere,marcofrancis,open_issue_commented,3,2025-10-29T18:16:23Z,1058
BugsEverywhere,ndrluis,open_issue_commented,3,2025-11-10T15:10:44Z,1058
BugsEverywhere,ssss666666,open_issue_commented,3,2025-10-31T16:25:12Z,1058
Falamarcao,armujahid,comment_issue,2,2026-02-13T02:27:59Z,1059
MDean-Slalom,armujahid,comment_issue,2,2025-10-28T00:47:20Z,1059
MomoChenisMe,armujahid,comment_issue,2,2025-11-20T08:46:29Z,1059
NunoMiguelVeloso,armujahid,comment_issue,2,2025-10-27T22:42:52Z,1059
arctouch-paulagueiros,armujahid,comment_issue,2,2025-11-05T22:22:48Z,1059
armujahid,Falamarcao,open_issue_commented,3,2026-02-13T02:27:59Z,1059
armujahid,MDean-Slalom,open_issue_commented,3,2025-10-28T00:47:20Z,1059
armujahid,MomoChenisMe,open_issue_commented,3,2025-11-20T08:46:29Z,1059
armujahid,NunoMiguelVeloso,open_issue_commented,3,2025-10-27T22:42:52Z,1059
armujahid,arctouch-paulagueiros,open_issue_commented,3,2025-11-05T22:22:48Z,1059
github-actions[bot],bigcan,close_issue,3,2026-05-16T01:01:13Z,1060
chrismeller,bigcan,comment_issue,2,2025-11-15T07:41:31Z,1060
github-actions[bot],bigcan,comment_issue,2,2026-04-16T00:57:50Z,1060
github-actions[bot],bigcan,comment_issue,2,2026-05-16T01:01:13Z,1060
qizong007,bigcan,comment_issue,2,2025-10-28T08:17:21Z,1060
qizong007,bigcan,comment_issue,2,2025-10-28T08:21:18Z,1060
bigcan,chrismeller,open_issue_commented,3,2025-11-15T07:41:31Z,1060
bigcan,github-actions[bot],open_issue_commented,3,2026-04-16T00:57:50Z,1060
bigcan,github-actions[bot],open_issue_commented,3,2026-05-16T01:01:13Z,1060
bigcan,qizong007,open_issue_commented,3,2025-10-28T08:17:21Z,1060
bigcan,qizong007,open_issue_commented,3,2025-10-28T08:21:18Z,1060
github-actions[bot],jpiquot,close_issue,3,2026-05-07T01:02:55Z,1061
github-actions[bot],jpiquot,comment_issue,2,2026-04-03T14:09:19Z,1061
github-actions[bot],jpiquot,comment_issue,2,2026-05-07T01:02:55Z,1061
jpiquot,github-actions[bot],open_issue_commented,3,2026-04-03T14:09:19Z,1061
jpiquot,github-actions[bot],open_issue_commented,3,2026-05-07T01:02:55Z,1061
mnriem,MrHinsh,close_issue,3,2026-05-06T20:13:39Z,1062
anchildress1,MrHinsh,comment_issue,2,2025-10-31T01:31:14Z,1062
bsquidwrd,MrHinsh,comment_issue,2,2025-11-07T15:47:59Z,1062
mnriem,MrHinsh,comment_issue,2,2026-05-06T20:13:39Z,1062
sdudnic-ingerop,MrHinsh,comment_issue,2,2025-11-07T11:06:03Z,1062
sdudnic-ingerop,MrHinsh,comment_issue,2,2025-11-08T10:22:02Z,1062
MrHinsh,anchildress1,open_issue_commented,3,2025-10-31T01:31:14Z,1062
MrHinsh,bsquidwrd,open_issue_commented,3,2025-11-07T15:47:59Z,1062
MrHinsh,mnriem,open_issue_commented,3,2026-05-06T20:13:39Z,1062
MrHinsh,sdudnic-ingerop,open_issue_commented,3,2025-11-07T11:06:03Z,1062
MrHinsh,sdudnic-ingerop,open_issue_commented,3,2025-11-08T10:22:02Z,1062
mnriem,MDean-Slalom,close_issue,3,2026-03-19T18:28:28Z,1063
armujahid,MDean-Slalom,comment_issue,2,2025-10-28T03:48:00Z,1063
deepfriedmind,MDean-Slalom,comment_issue,2,2025-11-02T02:15:50Z,1063
jellydn,MDean-Slalom,comment_issue,2,2025-11-01T05:05:11Z,1063
mnriem,MDean-Slalom,comment_issue,2,2026-03-19T18:28:23Z,1063
stn1slv,MDean-Slalom,comment_issue,2,2026-03-14T11:25:31Z,1063
MDean-Slalom,armujahid,open_issue_commented,3,2025-10-28T03:48:00Z,1063
MDean-Slalom,deepfriedmind,open_issue_commented,3,2025-11-02T02:15:50Z,1063
MDean-Slalom,jellydn,open_issue_commented,3,2025-11-01T05:05:11Z,1063
MDean-Slalom,mnriem,open_issue_commented,3,2026-03-19T18:28:23Z,1063
MDean-Slalom,stn1slv,open_issue_commented,3,2026-03-14T11:25:31Z,1063
TCoherence,Tayyaba-Akbar956,comment_pr,2,2025-10-27T19:38:26Z,1064
localden,Tayyaba-Akbar956,comment_pr,2,2025-11-15T00:29:27Z,1064
TCoherence,Tayyaba-Akbar956,review_pr,4,2025-10-27T19:38:26Z,1064
mnriem,robertfeldt,close_issue,3,2026-05-06T19:59:33Z,1065
ErraticFox,robertfeldt,comment_issue,2,2026-02-08T05:36:44Z,1065
MarkStokes-outlook,robertfeldt,comment_issue,2,2026-01-12T18:04:45Z,1065
borfast,robertfeldt,comment_issue,2,2025-11-24T12:54:11Z,1065
mikevb3,robertfeldt,comment_issue,2,2025-11-23T15:13:21Z,1065
mnriem,robertfeldt,comment_issue,2,2026-05-06T19:59:33Z,1065
satputekuldip,robertfeldt,comment_issue,2,2026-01-06T11:21:13Z,1065
z0gSh1u,robertfeldt,comment_issue,2,2026-01-05T17:49:17Z,1065
robertfeldt,ErraticFox,open_issue_commented,3,2026-02-08T05:36:44Z,1065
robertfeldt,MarkStokes-outlook,open_issue_commented,3,2026-01-12T18:04:45Z,1065
robertfeldt,borfast,open_issue_commented,3,2025-11-24T12:54:11Z,1065
robertfeldt,mikevb3,open_issue_commented,3,2025-11-23T15:13:21Z,1065
robertfeldt,mnriem,open_issue_commented,3,2026-05-06T19:59:33Z,1065
robertfeldt,satputekuldip,open_issue_commented,3,2026-01-06T11:21:13Z,1065
robertfeldt,z0gSh1u,open_issue_commented,3,2026-01-05T17:49:17Z,1065
Douda,cswaas,comment_issue,2,2025-11-13T17:06:36Z,1066
Timothy-Guyon,cswaas,comment_issue,2,2026-05-15T14:50:55Z,1066
bing5tui3,cswaas,comment_issue,2,2025-10-30T02:06:40Z,1066
chriso0710,cswaas,comment_issue,2,2025-12-03T12:53:16Z,1066
chriso0710,cswaas,comment_issue,2,2025-12-03T13:04:47Z,1066
eugman,cswaas,comment_issue,2,2025-12-16T12:45:22Z,1066
george-mcintyre,cswaas,comment_issue,2,2025-11-03T16:15:35Z,1066
mosherbrian,cswaas,comment_issue,2,2025-11-06T22:57:05Z,1066
mosherbrian,cswaas,comment_issue,2,2025-11-11T07:42:56Z,1066
mosherbrian,cswaas,comment_issue,2,2025-12-04T00:10:14Z,1066
pizzooid,cswaas,comment_issue,2,2025-12-04T14:17:26Z,1066
tianhaoz95,cswaas,comment_issue,2,2025-11-11T06:38:16Z,1066
wysiecki,cswaas,comment_issue,2,2025-10-29T08:44:13Z,1066
cswaas,Douda,open_issue_commented,3,2025-11-13T17:06:36Z,1066
cswaas,Timothy-Guyon,open_issue_commented,3,2026-05-15T14:50:55Z,1066
